Full Name,Potential,Preferred Foot,Attacking Work Rate,Defensive Work Rate,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Francisco Ribeiro Tomé,73,Right,High,Medium,68,69,61,68,73,77,70,50,62,74,76,75,70,70,83,69,49,70,47,69,45,30,66,71,67,28,32,26,8,11,15,6,5
Zaydou Youssouf,78,Left,Medium,Medium,62,53,47,75,55,78,66,65,73,77,64,64,73,67,73,72,67,76,72,53,72,69,68,71,55,64,68,61,13,9,10,12,11
Agustín Álvarez Martínez,80,Right,High,Low,48,73,75,69,78,64,68,54,59,73,72,69,70,70,74,73,80,69,74,69,50,31,73,61,71,30,33,30,15,7,10,14,10
Domagoj Antolić,72,Right,High,High,75,67,59,76,65,68,65,68,75,71,49,59,62,71,68,72,51,73,70,68,72,74,69,70,78,67,68,66,13,14,12,12,8
Ohi Omoijuanfo,72,Right,High,Medium,61,75,67,65,68,69,67,62,57,68,73,77,71,69,56,73,73,76,75,68,70,54,75,62,65,40,36,39,15,14,10,9,13
Patrick Cutrone,77,Right,High,Low,48,74,72,62,70,70,63,42,44,73,69,74,63,70,74,72,74,64,72,60,62,14,75,56,68,36,20,18,10,7,7,10,5
Durval Hélton Vieira Aldair,72,Left,Medium,Medium,76,30,60,68,39,67,32,31,62,70,67,68,60,70,62,74,85,78,78,48,78,68,58,54,40,77,77,70,7,13,7,7,8
Jaidon Anthony,79,Right,High,High,73,67,54,72,59,73,68,61,64,74,80,79,71,67,75,63,70,78,64,59,48,21,68,73,62,20,26,17,8,9,7,13,15
Zinho Vanheusden,79,Right,Medium,Medium,54,42,70,69,29,63,54,34,67,68,54,55,65,71,59,58,73,69,80,37,69,73,47,59,62,73,73,74,11,9,9,9,6
Patrick Bauer,72,Right,Medium,Medium,46,36,75,64,42,38,39,54,61,56,33,31,40,71,34,71,52,49,92,43,74,71,34,40,52,75,72,71,12,14,6,15,11
Kevin Stöger,72,Left,Medium,Medium,74,68,45,77,63,76,69,70,78,76,62,51,77,78,77,72,54,75,60,70,50,49,67,77,50,38,38,39,15,12,13,10,12
Miloš Degenek,73,Right,High,High,60,59,70,70,57,52,69,44,71,61,77,76,75,72,65,70,81,81,84,61,81,71,55,67,58,67,70,72,14,12,7,10,12
Numa Lavanchy,72,Right,High,Medium,73,63,57,66,62,67,68,58,60,71,78,81,76,67,79,59,73,92,63,61,66,64,72,67,54,65,65,64,12,12,9,10,9
Florian Tardieu,72,Right,Medium,Medium,67,62,65,73,43,66,65,67,70,69,51,45,66,69,71,68,73,91,67,66,76,68,51,71,72,67,69,67,15,13,12,8,15
Mbwana Ally Samatta,72,Right,High,Medium,67,69,75,69,72,69,65,57,45,66,84,84,76,71,69,77,88,72,71,66,65,18,73,63,69,32,28,23,12,14,9,7,9
Luděk Pernica,72,Right,Medium,Medium,38,49,76,68,40,54,37,41,62,61,67,68,70,69,59,54,78,66,82,45,75,73,56,57,68,70,72,69,8,16,8,14,10
Andrea Cistana,75,Right,Medium,High,51,56,75,66,39,60,51,39,56,68,64,72,70,71,68,62,82,72,70,40,70,72,44,52,40,76,73,70,16,10,15,7,15
Kevin Sandoval,75,Left,High,Medium,68,72,42,68,55,75,70,77,60,72,82,73,80,61,70,70,47,70,49,73,59,23,68,70,55,29,35,38,15,15,9,6,9
Bastian Oczipka,72,Left,Medium,Medium,73,50,63,70,47,60,61,70,68,66,54,75,61,69,64,75,71,68,76,64,74,69,64,67,66,68,79,78,12,14,7,6,10
Maxime Le Marchand,72,Left,Medium,Medium,70,35,73,72,38,62,45,40,74,70,57,63,61,69,63,56,76,59,70,33,71,72,30,65,42,74,73,71,13,13,15,7,15
Juan Gabriel Rodríguez,73,Right,Medium,Medium,42,32,73,73,33,59,45,35,65,70,67,71,61,69,59,56,78,71,77,35,74,68,44,53,48,70,71,71,13,14,12,7,8
Magnus Wolff Eikrem,72,Right,Medium,Low,72,68,37,80,73,72,84,71,74,74,62,66,83,77,68,68,32,52,41,73,44,38,75,76,61,30,28,46,12,9,10,8,15
Hernán Toledo,73,Right,High,Low,62,67,57,73,66,75,68,62,66,70,78,81,76,71,71,66,69,71,60,66,55,60,66,71,58,35,44,45,15,14,7,7,10
Dominik Holec,74,Right,Medium,Medium,14,9,13,23,9,13,11,10,24,14,36,31,38,63,23,57,31,19,63,8,25,14,4,39,17,7,12,14,72,68,76,71,75
Kellyn Acosta,73,Right,Medium,Medium,70,60,66,75,55,71,77,73,68,72,76,76,74,73,72,79,84,90,70,73,78,67,66,69,66,65,68,63,12,7,12,8,7
Oghenekaro Etebo,74,Right,High,High,60,59,66,72,66,71,62,66,68,73,74,69,84,69,74,80,85,79,75,62,79,67,65,65,69,70,72,70,10,12,13,12,15
Mirko Pigliacelli,72,Right,Medium,Medium,18,19,11,44,9,21,14,19,53,32,49,47,35,67,37,62,64,35,60,14,23,23,10,59,55,25,22,19,69,71,83,70,71
Anton Tinnerholm,72,Right,High,High,72,51,35,69,64,68,62,42,64,69,66,75,69,72,66,52,58,87,71,50,76,70,69,64,35,74,71,68,9,15,11,13,16
Alejandro Pozo Pozo,79,Right,High,Low,71,69,67,71,64,74,59,54,64,72,76,74,88,68,83,70,65,74,33,69,39,62,65,63,58,66,72,68,10,13,7,12,15
Flávio Raphael Rebeilo Mestres,72,Left,Medium,Medium,70,35,54,66,38,71,43,57,57,69,74,83,74,69,77,54,75,80,53,48,59,66,56,50,55,68,72,69,9,9,8,10,11
Joe Rodon,80,Right,Medium,Medium,34,23,67,70,34,53,25,32,60,62,54,62,47,73,55,43,66,67,77,24,65,80,23,31,40,72,74,71,10,13,7,11,8
Charly Musonda,75,Right,Medium,Medium,71,63,39,70,53,80,69,58,67,78,81,74,88,60,81,69,31,45,38,61,32,21,66,66,55,24,20,22,6,6,7,8,9
Laurent Depoitre,72,Right,High,High,61,73,79,70,64,62,46,29,51,70,46,55,32,69,36,76,50,75,91,62,76,32,79,71,64,45,46,38,7,16,6,9,12
João Pedro Reis Amaral,72,Left,High,Medium,68,70,51,72,56,72,68,65,66,73,82,81,83,71,81,70,47,61,58,66,44,23,68,73,66,43,30,38,14,9,6,6,12
Rune Almenning Jarstein,72,Right,Medium,Medium,18,13,16,29,16,17,10,14,31,25,38,35,34,68,45,50,59,25,70,18,34,19,13,49,13,12,11,13,72,70,67,75,71
Emre Kılınç,72,Left,High,Medium,64,68,38,70,49,74,68,50,65,71,77,73,86,71,78,73,38,81,51,75,52,61,68,68,67,46,57,43,15,6,11,14,14
Agustín Urzi,83,Left,High,Medium,74,59,42,62,59,76,59,55,53,72,85,85,77,62,78,68,43,80,54,68,49,31,65,70,55,44,31,32,9,9,9,10,14
Alejandro Bedoya,72,Right,High,High,67,61,71,79,65,70,55,54,70,73,58,62,72,76,70,74,85,81,66,65,76,70,73,71,64,69,59,54,9,14,6,12,6
Václav Jurečka,72,Right,High,Medium,69,73,70,62,68,68,51,56,54,72,72,77,73,71,64,72,72,62,72,66,74,26,75,56,65,21,22,24,9,9,10,7,6
Joel Soñora,75,Right,High,Low,63,61,40,74,69,73,77,69,73,71,81,83,89,69,87,79,50,67,58,75,50,58,64,69,66,58,56,48,5,6,5,8,14
Tomás Belmonte,78,Right,High,High,59,67,81,75,59,73,53,43,70,75,67,69,68,71,66,69,82,84,71,59,84,69,71,64,59,64,73,67,6,12,9,5,12
Cristian Buonaiuto,72,Right,High,Medium,64,74,57,73,62,70,65,60,68,70,76,77,81,68,65,73,71,72,54,71,44,30,75,68,60,55,40,35,11,9,7,15,8
Seung Hyun Jeong,74,Right,Low,High,32,26,75,65,30,34,52,42,60,50,38,47,38,64,42,36,86,69,90,25,72,71,33,48,35,70,71,72,15,13,14,7,15
Morten Frendrup,81,Right,Medium,Medium,46,53,57,73,35,70,54,40,71,71,80,79,73,68,75,54,77,81,70,54,80,65,64,68,39,69,71,67,10,12,10,12,5
James Garner,82,Right,High,High,69,59,55,75,50,64,70,68,77,73,68,66,74,67,57,70,61,78,67,67,72,68,57,69,64,69,70,67,10,7,7,5,12
Jérémy Mellot,72,Right,High,Medium,62,42,66,69,32,64,53,38,58,67,80,81,83,63,69,55,59,92,76,33,64,65,52,42,35,68,70,64,8,8,11,11,13
Jean-Luc Dompé,72,Right,Medium,Low,83,63,36,66,73,75,81,75,63,71,75,71,84,66,87,80,81,63,50,76,42,39,67,72,57,31,44,42,11,7,9,11,12
Alex Ferrari,73,Right,Low,High,58,19,71,58,49,60,50,30,56,65,61,65,63,72,67,59,68,74,67,48,77,75,32,32,27,74,75,73,9,11,12,12,6
Greg Taylor,77,Left,High,High,70,43,53,73,43,69,66,58,66,70,71,73,76,66,80,60,71,80,64,49,71,70,55,70,59,69,72,68,9,14,13,12,9
Arijanet Murić,80,Right,Medium,Medium,13,12,10,41,16,18,18,11,43,26,44,46,38,57,40,55,62,29,68,14,24,18,11,52,18,15,12,13,72,71,73,73,74
Mame Diouf,72,Right,High,Medium,63,73,79,67,70,66,59,36,44,70,63,68,60,70,60,75,91,70,80,61,78,57,77,66,75,44,58,55,11,5,12,7,12
Matías Catalán,72,Right,High,Medium,59,59,64,66,41,63,58,64,67,64,83,85,59,69,62,58,63,70,82,58,74,72,60,62,55,75,70,72,11,16,12,15,10
Alberto Paleari,72,Right,Medium,Medium,14,8,16,33,12,11,10,13,29,19,31,33,49,64,22,52,31,30,58,7,22,12,8,40,15,17,13,12,73,70,69,73,72
Viktor Korniienko,81,Left,High,Medium,75,43,67,75,39,74,68,65,59,66,79,75,77,64,84,70,78,74,74,55,68,65,65,66,46,63,68,70,8,13,8,12,14
Andrés Cubas,75,Right,High,High,59,49,55,75,33,67,55,44,71,72,70,68,90,74,92,59,82,87,32,61,81,73,65,69,51,74,78,75,9,12,11,13,7
Vincent Pule,72,Left,High,Low,67,79,61,63,59,77,60,61,48,71,83,82,72,55,84,84,60,54,51,71,47,29,76,65,65,40,45,34,11,6,5,11,14
Patrick Mainka,73,Right,Low,High,39,33,72,64,33,45,36,37,58,60,48,60,52,70,56,64,50,78,84,37,74,76,35,44,40,73,74,72,11,9,9,14,6
Hannes Wolf,79,Left,Medium,Medium,63,68,57,69,63,77,73,63,64,76,78,75,77,68,74,69,73,70,67,68,54,38,70,70,65,25,39,38,13,10,13,6,8
Ricky van Wolfswinkel,72,Right,Medium,Low,66,75,69,69,69,69,69,59,64,70,64,65,61,74,65,74,73,66,75,67,61,48,76,69,75,45,38,26,8,12,13,11,10
Paul Nardi,74,Right,Medium,Medium,10,10,17,35,10,10,12,10,36,25,54,43,35,69,52,50,61,20,54,10,24,21,10,55,16,15,14,10,74,66,67,71,76
Fabricio Díaz,83,Right,Medium,High,53,57,62,71,75,71,58,61,78,70,72,68,73,75,76,72,58,78,58,72,58,65,58,71,57,71,75,69,6,11,11,12,6
Yuri de Souza Fonseca,72,Right,High,Medium,58,76,69,64,75,70,75,62,50,72,63,65,69,71,54,70,74,61,84,72,49,44,76,62,77,41,22,19,9,10,9,9,6
Jérôme Onguéné,78,Right,Medium,Medium,32,33,76,68,27,53,33,38,58,60,66,76,72,69,62,63,92,58,80,29,71,70,26,32,47,72,70,71,8,14,12,13,12
Evandro Sérgio Rochedo Paulino,72,Right,Medium,Medium,57,75,64,64,73,70,63,72,55,74,59,52,63,77,54,79,59,39,80,74,58,37,75,54,72,15,44,45,9,15,9,12,11
Saba Lobjanidze,72,Right,High,Medium,65,65,51,68,57,77,75,68,61,74,88,88,86,64,81,70,72,71,46,67,54,20,68,67,66,23,22,23,12,6,10,11,13
Mats Seuntjens,72,Right,High,High,65,71,66,71,62,72,76,68,71,72,74,80,66,70,61,78,68,81,80,75,70,59,71,65,66,60,64,54,13,7,9,9,10
Hiroki Ito,77,Left,Medium,Medium,64,48,68,70,42,62,45,45,76,69,81,86,66,72,62,68,68,69,74,60,67,72,53,61,47,76,74,71,13,10,10,10,10
Meschack Elia,77,Right,High,Medium,64,73,51,68,65,74,50,52,59,76,90,92,88,65,87,73,80,74,69,62,58,21,76,72,60,22,26,22,6,15,7,11,8
Lee Nicholls,74,Right,Medium,Medium,18,11,15,39,10,12,11,15,41,29,40,42,42,62,40,52,67,29,55,14,26,9,5,50,23,12,11,13,73,71,69,73,74
Emil Bohinen,79,Left,Medium,Medium,63,60,56,77,47,72,68,64,74,75,68,66,72,68,74,66,69,75,67,65,67,70,69,68,65,70,68,65,12,6,13,13,8
Darwin Quintero,72,Right,Medium,Low,70,71,55,67,70,77,75,56,70,74,75,72,83,65,84,69,58,51,56,66,54,24,74,70,59,29,23,21,7,9,16,7,12
Alan Browne,72,Right,High,High,65,68,70,73,70,69,55,51,70,70,73,76,76,73,78,68,90,92,75,71,84,70,72,71,69,69,70,67,13,16,12,11,14
Rey Manaj,76,Right,Medium,Medium,43,76,70,68,66,71,42,57,46,73,67,67,60,71,75,72,67,63,75,67,65,12,72,49,71,42,14,21,7,10,8,8,14
Leart Paqarada,72,Left,High,Medium,76,36,56,70,41,68,76,73,68,73,77,75,75,69,65,68,61,83,66,54,67,63,51,58,39,66,68,67,10,9,11,7,15
Richie Laryea,72,Right,High,High,64,60,51,69,38,71,58,49,62,71,82,83,79,66,68,66,70,83,62,57,74,62,67,62,57,65,69,65,8,8,9,12,12
Gerson Rodrigues Gouveia,72,Right,Medium,Medium,69,67,66,73,63,73,49,52,58,67,88,85,61,74,52,73,61,71,90,66,71,44,70,62,74,38,46,31,14,6,13,11,9
Gustavo Rafael Lobateiro Gomes,72,Left,High,Low,67,67,60,77,55,74,50,44,61,68,76,77,77,72,65,63,59,54,70,65,44,35,77,69,56,28,28,29,8,9,8,12,15
Kingsley Ehizibue,73,Right,High,Medium,65,54,67,66,42,71,57,38,66,70,87,89,66,67,56,70,73,77,76,56,77,65,62,61,42,62,68,69,13,10,7,11,11
Darnell Furlong,75,Right,Medium,Medium,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,79,67,30,71,68,63,60,49,69,69,70,14,13,11,9,8
Nick Powell,72,Right,Medium,High,64,72,77,70,63,71,72,71,70,74,69,65,71,74,74,73,84,67,68,72,60,45,74,74,70,55,54,49,15,13,7,14,12
Rogério Oliveira da Silva,76,Left,Medium,Medium,73,45,60,69,53,77,56,60,60,75,78,70,70,69,64,59,66,59,54,59,66,73,71,67,55,69,68,69,11,7,8,8,10
Lukáš Sadílek,75,Right,High,Medium,68,62,54,76,46,72,66,64,70,75,73,69,76,72,72,64,57,77,47,67,70,68,65,73,44,63,67,58,13,8,12,15,9
Diego Viera,72,Right,Low,High,34,21,74,64,31,44,38,23,46,51,31,31,47,70,50,41,47,61,92,22,78,72,27,26,35,72,74,70,15,9,8,10,7
Tony Josimar Mutto Abrão,72,Right,Medium,Medium,67,45,66,72,51,61,53,45,71,67,66,71,71,67,58,48,54,73,75,46,65,66,59,51,61,71,73,72,8,8,7,12,8
Samuel Moutoussamy,75,Left,Medium,High,64,57,51,74,60,74,53,47,71,77,72,65,80,66,79,57,47,79,67,63,66,76,69,69,46,74,74,72,6,9,14,8,5
Jesse Joronen,73,Right,Medium,Medium,15,13,18,20,12,16,14,12,25,16,48,45,50,70,36,51,37,33,64,13,39,19,14,46,14,19,14,15,70,70,68,71,72
Durval Murilo Dutría Pereira,72,Right,Medium,Medium,61,67,76,76,56,73,64,60,73,75,64,71,65,63,53,75,72,81,75,71,71,68,67,71,62,68,68,69,7,9,14,14,12
Alexander Schlager,75,Right,Medium,Medium,20,14,17,25,13,13,14,16,18,23,46,47,34,69,45,50,59,24,55,18,26,13,6,34,22,24,18,16,72,68,66,72,74
Craig Cathcart,72,Right,Medium,High,39,29,76,67,30,47,39,39,64,58,34,35,49,72,50,56,67,57,77,41,73,73,33,52,28,77,73,72,8,6,12,9,13
Danny Latza,72,Right,High,High,71,47,61,74,54,71,54,60,73,75,65,51,72,75,74,75,73,86,68,74,78,68,68,71,72,66,58,51,7,16,14,6,16
Dominik Greif,78,Right,Medium,Medium,14,9,10,25,5,10,12,10,17,17,15,22,21,66,21,58,40,17,60,5,16,14,7,34,14,8,11,11,70,73,77,71,70
Jesper Hansen,72,Right,Medium,Medium,18,13,13,52,11,24,16,12,53,35,41,42,49,72,62,56,67,41,67,13,32,27,12,68,20,26,14,15,70,70,74,73,72
Dimitrios Kourbelis,72,Right,Medium,High,56,45,55,73,26,64,55,58,70,69,73,76,66,69,68,65,68,75,71,63,80,75,34,54,57,69,73,71,7,7,13,12,11
Nicolas Gavory,72,Left,High,Medium,74,56,69,68,59,70,75,68,71,72,69,63,72,68,67,74,82,80,68,64,67,66,65,68,65,66,71,70,12,16,7,9,16
Max Lowe,77,Left,Medium,Medium,64,41,66,67,41,74,42,38,66,73,78,81,74,69,69,62,71,69,66,36,63,68,66,62,50,66,74,69,12,11,8,13,9
Johan Dahlin,72,Right,Medium,Medium,9,10,12,24,13,11,14,13,32,24,41,34,38,68,35,50,66,39,77,19,44,22,13,45,13,22,11,10,67,71,67,79,68
Alexandre Oukidja,72,Right,Medium,Medium,13,14,16,25,15,15,11,18,26,14,48,45,54,68,58,52,55,31,70,19,32,18,11,31,24,12,19,13,69,71,69,73,72
Panagiotis Tachtsidis,72,Left,Medium,Medium,72,48,73,77,60,66,72,62,77,74,45,47,37,66,43,80,70,80,84,75,74,63,69,74,63,61,68,65,10,14,12,15,11
Martín Satriano,81,Right,Medium,Medium,47,77,71,67,64,72,51,53,45,76,63,66,58,68,57,69,74,70,72,68,60,18,74,58,69,27,34,31,11,8,13,13,7
Túlio Sebastião Changas Tramontino,72,Right,Medium,Medium,12,14,15,26,13,16,13,11,29,19,45,41,50,65,57,56,71,41,81,11,25,25,13,70,13,15,14,19,72,71,75,68,73
Leonardo Pavoletti,72,Right,High,Low,33,71,91,67,75,63,49,40,44,68,53,71,56,70,57,75,90,53,83,55,69,24,76,56,67,44,21,17,15,6,12,14,9
Kevin Mier,84,Right,Medium,Medium,14,10,9,24,9,9,20,12,16,20,44,42,46,71,50,50,70,35,44,8,30,8,5,48,20,8,11,12,72,70,67,68,74
Jin Ho Sin,72,Right,High,High,70,61,56,75,58,69,70,76,73,74,67,62,65,67,82,70,59,87,72,71,72,69,70,76,67,64,65,58,15,10,12,15,11
Anel Ahmedhodžić,82,Right,Medium,Medium,45,26,72,71,25,59,44,34,65,65,72,82,72,72,52,57,71,73,81,32,74,74,27,60,45,68,68,75,7,10,8,11,9
Rasmus Nicolaisen,77,Left,Medium,Medium,38,41,77,73,32,54,38,32,67,66,47,66,56,73,52,51,76,68,78,34,73,68,48,44,36,72,73,70,6,14,14,13,13
Boubakar Kouyaté,77,Right,Medium,Medium,46,23,82,63,28,56,44,28,54,61,68,63,64,63,43,67,83,70,80,41,70,70,30,35,34,69,75,73,13,7,8,6,10
Adrián Ramos,72,Right,Medium,Medium,67,70,74,66,70,64,67,68,57,71,65,67,64,70,67,80,88,67,73,68,62,43,78,67,73,44,33,28,9,14,13,14,6
Gustavo Blanco Leschuk,72,Right,Medium,Medium,39,69,83,69,62,66,36,48,50,68,67,62,63,66,51,76,76,74,90,67,61,30,74,60,67,37,27,20,8,11,14,13,10
Jair Amador Silos,72,Left,Low,High,33,22,77,65,29,32,34,37,56,60,60,70,51,59,56,41,85,80,91,27,67,71,32,34,41,66,73,69,10,7,9,11,12
Younes Namli,72,Left,Medium,Medium,65,58,44,72,62,79,72,72,67,78,78,75,87,69,67,63,40,77,63,57,42,54,63,76,64,41,44,40,11,9,15,16,9
Sébastien Corchia,72,Right,Medium,Medium,70,57,54,71,43,70,78,75,72,71,69,67,69,71,72,72,68,63,53,69,69,73,71,66,52,74,73,72,6,8,7,10,15
Milan van Ewijk,80,Right,High,Medium,69,39,53,64,48,67,50,37,48,64,90,92,77,63,73,68,70,82,65,49,66,67,44,51,41,64,72,67,11,13,14,12,6
Sekou Koita,82,Left,High,Medium,63,70,59,67,73,74,70,58,52,73,92,92,90,70,89,75,90,68,70,73,73,32,71,58,71,30,37,27,8,11,11,8,7
James Tomkins,72,Right,Low,Medium,45,29,74,68,28,44,33,31,60,57,34,32,30,71,44,40,73,32,80,29,77,72,38,54,43,74,74,73,11,8,6,9,14
Billy Sharp,72,Right,Medium,Medium,61,79,75,66,74,58,65,55,53,71,58,52,64,77,71,72,55,53,72,64,73,33,80,65,75,39,34,28,7,8,11,11,8
Markus Kolke,72,Right,Medium,Medium,12,15,20,24,20,13,11,13,21,18,48,40,39,70,58,47,51,45,76,11,18,21,19,25,29,11,17,19,74,69,62,71,75
Karim Boudiaf,72,Right,Medium,Medium,65,60,66,74,54,69,73,50,75,74,50,53,62,70,58,69,72,78,78,69,62,67,57,74,40,68,67,64,10,6,11,13,13
Riad Nouri,72,Right,Medium,Medium,71,74,60,75,68,75,59,65,72,74,68,64,80,70,77,73,79,43,64,72,49,32,71,71,60,28,26,27,9,8,11,13,13
Nyasha Mushekwi,72,Left,Medium,Low,43,76,85,60,62,56,48,35,46,61,72,82,65,70,56,76,85,69,81,56,72,36,75,60,61,17,29,19,15,8,14,10,11
Jere Uronen,72,Left,High,Medium,70,47,59,69,54,67,73,67,68,65,66,69,70,69,71,75,73,84,69,65,72,70,57,67,44,69,71,69,7,10,8,10,8
Abdallah Sima,84,Right,High,Medium,64,74,76,63,74,69,61,51,55,69,86,89,70,71,61,74,78,81,70,72,62,35,77,68,61,37,38,40,9,8,8,7,12
Milan Heča,72,Right,Medium,Medium,25,12,20,21,11,16,15,9,21,15,48,41,32,65,55,49,69,42,68,13,26,26,16,18,24,14,14,13,73,71,65,72,72
Billy Gilmour,82,Right,Medium,Medium,60,53,50,77,59,72,58,54,74,74,69,55,76,75,77,49,58,67,44,58,65,70,58,74,69,66,73,64,9,7,9,13,12
Bruno Bianchi,72,Right,Low,Medium,45,29,67,67,25,53,31,23,68,59,57,61,61,65,49,51,65,66,84,35,77,72,41,53,21,73,73,73,14,15,14,16,10
Deiverson Breno Kaio de Freitas,72,Left,Medium,Medium,70,69,72,71,70,75,68,72,70,76,79,83,75,67,73,76,80,65,60,71,42,45,68,71,69,48,34,28,7,12,16,11,9
Martin Kelly,72,Right,Low,Medium,66,38,75,67,39,58,60,35,64,67,38,36,53,71,49,61,70,33,77,38,71,72,42,39,58,74,74,72,7,11,8,7,8
Tommaso Augello,72,Left,High,Medium,78,31,56,66,36,68,65,44,59,70,73,78,75,66,77,48,67,79,51,44,62,70,65,54,38,67,68,67,10,15,10,5,11
Philipp Förster,72,Left,High,High,66,66,54,73,49,71,60,67,71,73,55,71,64,76,64,77,63,84,78,69,73,58,74,75,54,65,60,63,8,8,6,6,6
Jhon Duque,72,Right,Medium,High,46,43,59,72,33,58,46,39,63,68,63,64,73,70,72,50,73,84,70,39,74,75,53,62,45,75,71,70,11,13,8,10,7
Juan Manuel Insaurralde,72,Left,Medium,Medium,47,42,78,66,51,55,52,30,67,60,60,50,60,69,45,78,81,70,83,52,84,70,57,54,44,70,70,71,11,10,13,6,13
Ahmed Musa,72,Right,High,Medium,66,67,60,65,65,75,61,48,57,69,91,87,87,69,86,69,74,71,50,67,31,24,68,65,66,28,28,24,7,12,13,15,14
Andrés Herrera,77,Right,Medium,Medium,65,60,62,65,44,76,44,47,57,68,79,81,77,71,69,70,62,75,65,60,77,67,77,60,49,61,72,70,11,14,10,14,12
Facundo Quignon,72,Left,Medium,High,55,46,72,75,53,73,59,51,70,78,69,57,71,66,67,69,80,79,69,54,77,66,53,65,57,71,71,68,14,7,15,7,10
Benito Raman,72,Right,Medium,High,65,73,64,69,73,74,68,67,60,72,89,90,91,73,86,76,82,83,46,71,63,31,73,66,70,25,33,31,13,8,16,10,8
Antonio Sánchez Navarro,75,Right,Medium,Medium,64,61,54,79,58,69,62,57,73,71,76,75,82,66,75,79,42,78,75,70,62,64,68,72,54,60,68,64,15,13,6,14,10
Santiago Cáseres,78,Right,Medium,High,52,54,58,73,53,65,56,42,71,75,65,65,69,73,82,59,70,71,80,57,83,65,55,71,49,64,72,70,11,7,10,8,14
Fábio Pereira da Silva,72,Right,Medium,Medium,68,37,59,72,59,71,57,60,68,73,73,74,74,71,81,72,75,61,60,56,82,67,67,69,60,71,70,72,12,10,11,15,6
Pavel de Jesus Serra Fonseca,72,Right,Medium,Medium,39,36,74,66,44,37,39,31,65,72,36,34,36,64,34,77,41,34,89,44,67,74,32,24,48,75,77,65,7,13,9,8,8
Peter Shalulile,72,Right,High,Medium,30,76,68,70,65,67,39,40,51,72,77,79,75,75,76,72,58,72,57,61,65,19,76,48,68,17,13,15,8,10,10,12,11
Daniele Padelli,72,Left,Medium,Medium,11,10,10,26,10,10,13,10,29,21,49,39,38,68,27,45,65,30,45,11,12,13,10,31,22,8,12,12,73,72,60,77,68
Bernard Mensah,73,Right,High,Low,64,68,62,74,49,75,77,76,69,76,80,75,75,65,68,80,61,64,67,71,63,65,67,72,59,66,62,42,15,13,12,10,11
Gregory Wüthrich,74,Right,Medium,Medium,37,33,67,61,32,47,30,29,60,60,54,52,56,68,35,41,82,70,90,34,75,71,36,50,39,73,72,69,7,9,14,15,10
Jens-Lys Cajuste,79,Right,Medium,High,58,57,66,75,50,74,64,44,71,76,70,79,77,68,74,66,61,80,78,56,73,68,68,71,45,67,70,65,6,12,12,6,7
Peter Michorl,72,Left,High,Medium,78,60,55,74,64,70,79,74,71,73,68,66,70,69,77,74,64,85,61,72,60,66,62,75,63,66,65,58,10,11,9,9,16
Lucas Gourna,83,Right,Medium,High,54,48,65,72,46,71,42,43,70,73,78,74,71,68,65,62,59,80,72,49,72,72,62,69,50,67,72,69,8,6,6,13,13
Óscar Sielva Moreno,72,Right,Medium,Medium,62,69,54,75,64,67,77,77,71,73,62,63,70,70,73,77,57,86,72,74,64,69,68,75,69,67,67,65,7,15,6,13,15
Didier Ndong,73,Right,Medium,Medium,61,52,67,72,53,66,68,46,73,72,71,70,69,65,74,74,71,90,78,60,76,68,65,62,54,66,71,70,10,13,16,7,15
Ken Sema,72,Left,Medium,Medium,72,63,37,71,61,74,67,72,64,73,76,79,72,68,73,77,49,67,70,68,64,64,70,72,44,60,66,59,7,11,10,16,7
Federico Ricca,73,Left,High,High,66,38,72,67,24,63,45,40,58,68,69,66,70,68,72,71,80,69,66,61,77,72,58,50,38,72,72,72,13,13,8,6,8
Éder Marvin Oliveira Simão,72,Right,Medium,Medium,51,41,71,67,54,45,41,42,66,51,55,56,54,71,57,53,78,61,82,52,76,72,35,54,43,69,77,72,7,13,7,8,15
Andrew Hjulsager,73,Right,Medium,Medium,71,67,49,70,62,73,67,69,66,73,75,68,73,71,73,73,83,78,67,68,73,61,72,76,54,66,64,62,9,15,14,9,9
Lilian Brassier,79,Left,High,Medium,59,30,75,69,27,67,45,40,62,71,68,69,60,68,56,51,70,71,76,28,69,68,53,58,45,72,74,71,8,6,7,9,6
Barry Bannan,72,Left,Medium,High,73,56,42,74,72,71,76,67,77,74,67,59,91,72,92,73,64,85,32,70,79,60,64,75,70,60,56,60,6,9,10,8,12
Mateu Jaume Morey Bauzá,79,Right,High,Medium,71,49,41,75,39,75,63,40,64,75,79,69,82,72,86,51,64,60,53,32,75,75,62,59,38,69,69,73,6,13,7,7,5
Christian Luyindama,72,Right,Medium,Medium,27,19,72,58,30,42,31,20,54,53,63,70,54,63,42,68,70,70,93,45,82,75,21,51,24,66,75,65,12,11,5,7,11
Guillermo Acosta,72,Right,Medium,Medium,60,66,58,75,59,71,73,52,71,70,69,66,76,75,79,80,80,85,65,68,66,66,69,69,54,62,66,59,7,14,15,11,8
